日期,美元,欧元,日元,港元,英镑,林吉特,卢布,澳元,加元,新西兰元,新加坡元,瑞士法郎,兰特,韩元,迪拉姆,里亚尔,福林,兹罗提,丹麦克朗,瑞典克朗,挪威克朗,里拉,比索,泰铢
2019/6/24,685.03,779.35,6.3801,87.683,873.07,60.52,919.87,475.38,518.69,451.56,505.8,701.89,208.97,16908,53.615,54.749,4157.62,54.561,95.79,136.44,124.03,84.153,278.84,449.75
2019/6/25,685.8,781.61,6.3878,87.827,873.63,60.349,910.98,477.9,520.37,454.47,506.9,705.58,209.5,16818,53.562,54.692,4137.79,54.383,95.51,135.27,123.66,84.596,279.95,446.94
2019/6/26,687.01,781.09,6.4121,87.983,872.23,60.295,914.36,478.46,521.65,456.02,507.47,705.11,208.59,16819,53.435,54.559,4138.1,54.453,95.55,135.07,124.27,84.291,279.71,447.7
2019/6/27,687.78,782.04,6.3831,88.069,873.01,60.308,916.2,480.5,524.04,459.36,507.77,703.63,206.97,16801,53.402,54.528,4133.55,54.464,95.44,134.61,123.5,83.914,278.29,447
2019/6/28,687.47,781.7,6.3816,87.966,871.13,60.266,917.32,481.56,524.9,460.77,508.05,703.88,206.1,16828,53.429,54.551,4140.19,54.385,95.49,134.89,123.81,83.968,278.9,447.72
2019/7/1,687.16,780.99,6.3424,88,872.58,60.095,918.57,482.7,525.11,461.95,508.28,701.81,204.82,16817,53.445,54.568,4135.28,54.334,95.57,135.19,123.96,83.51,278.65,446.17
2019/7/2,685.13,773.27,6.3246,87.692,866.29,60.348,919.12,477.21,521.69,457.25,505.27,694.04,206.33,16951,53.609,54.736,4180.08,54.818,96.52,136.59,125.3,82.492,278.74,447.49
2019/7/3,686.4,774.74,6.3642,88.034,864.61,60.297,921.96,479.97,523.9,458.29,506.28,696.75,205.29,16986,53.51,54.634,4165.55,54.757,96.33,135.97,124.85,82.346,277.64,445.24
2019/7/4,687.05,775.44,6.375,88.152,864.38,60.206,920.79,483.21,526.16,460.91,506.65,696.89,204.81,17014,53.459,54.587,4155.71,54.66,96.23,135.44,124.12,81.828,276.81,445.59
2019/7/5,686.97,775.25,6.3717,88.214,864.39,60.144,923.74,482.59,526.48,459.67,506.73,697.58,204.6,17014,53.465,54.59,4165.39,54.711,96.26,135.66,124.16,81.554,276.68,446.3
2019/7/8,688.81,773.26,6.3498,88.335,862.78,60.035,925.39,481.03,526.92,456.91,506.44,695.03,206.23,17055,53.316,54.439,4188.23,54.965,96.49,136.99,125.04,83.344,275.84,446.7
2019/7/9,688.53,772.14,6.3319,88.243,861.67,60.106,925.09,479.96,525.56,456.17,506.21,692.45,206.01,17133,53.349,54.472,4204.29,55.12,96.63,137.45,125.51,83.267,274.95,447.61
2019/7/10,688.56,771.49,6.323,88.158,857.91,60.137,926.93,477,524.55,454.63,505.57,692.94,206.05,17152,53.344,54.469,4219.17,55.332,96.74,137.56,125.61,83.193,278.21,447.76
2019/7/11,686.77,773.13,6.3397,87.834,858.95,60.149,919.34,478.06,525.22,456.46,505.93,695.04,203.63,17121,53.496,54.625,4212.33,55.163,96.56,137.08,124.9,82.796,278.86,446.45
2019/7/12,686.62,773.03,6.33,87.779,860.36,59.892,914.72,479.01,525.62,457.78,505.94,693.64,203.32,17108,53.486,54.615,4216.7,55.217,96.62,136.59,124.35,82.788,277.66,447.9
2019/7/15,686.77,773.93,6.3659,87.726,863.25,59.876,918.54,482,526.91,459.78,505.63,697.59,203.5,17144,53.485,54.616,4207.19,55.17,96.47,136.4,124.29,83.419,276.54,449.75
2019/7/16,687.1,773.78,6.3692,87.784,860.23,59.796,911.64,483.8,526.69,462.17,506.77,698.19,202.31,17162,53.451,54.579,4202.66,55.074,96.5,136.05,124.26,83.109,276.15,449.44
2019/7/17,688.27,771.67,6.3606,88.07,854.32,59.728,915.49,482.88,526.01,461.25,506.79,696.71,202.67,17140,53.354,54.48,4222.85,55.152,96.75,136.41,124.55,82.99,277.45,449.32
2019/7/18,687.61,771.86,6.3695,88.024,854.63,59.828,915.66,481.99,526.65,462.91,505.27,696.63,203.78,17170,53.431,54.564,4229.78,55.232,96.74,136.21,124.94,82.687,277.42,449.36
2019/7/19,686.35,772.72,6.3894,87.844,860.66,59.912,915.02,484.83,526.43,464.96,505.71,698.44,201.99,17107,53.524,54.655,4216.21,55.063,96.63,135.8,124.57,81.95,276.45,448.75
2019/7/22,687.59,771.35,6.3803,88.131,860.37,59.791,915.78,484.49,526.75,465.09,505.52,699.91,202.45,17105,53.405,54.534,4215.04,55.101,96.76,136.49,124.68,82.227,276.61,448.52
2019/7/23,688.18,771.17,6.377,88.111,858.52,59.765,915.91,483.94,524.39,464.58,505.52,700.36,201.5,17105,53.373,54.506,4217.12,55.06,96.81,136.82,125.17,82.428,276.85,448.27
2019/7/24,688.6,767.79,6.3639,88.158,856.28,59.806,918.16,481.54,524.18,461.21,504.06,698.82,202.35,17127,53.341,54.468,4242.81,55.447,97.24,137.59,126.12,83.019,278.59,449.07
2019/7/25,687.37,765.82,6.3542,87.961,858.05,59.891,920.64,479.59,523.05,460.53,503.77,698,201.99,17136,53.435,54.567,4248.65,55.521,97.49,137.12,125.75,83.11,277.49,449.55
2019/7/26,687.96,766.8,6.3316,88.025,856.8,59.821,919.02,478.22,522.82,458.15,503.08,694.31,204.74,17198,53.388,54.515,4253.78,55.513,97.37,137.34,126.1,82.886,276.51,450.05
2019/7/29,688.21,766.11,6.3362,88.03,851.81,59.845,918.84,475.48,522.62,456.71,502.62,692.95,207.05,17201,53.366,54.498,4265.67,55.761,97.47,138.09,126.6,82.185,276.56,448.6
2019/7/30,688.62,767.49,6.3281,88.051,841.7,59.861,920.81,475.34,523.28,456.73,502.73,694.51,205.67,17171,53.321,54.451,4271.16,55.866,97.28,137.75,126.3,81.548,276.7,447.86
2019/7/31,688.41,768.03,6.3401,87.984,837.05,59.931,922.67,473.2,523.5,455.33,502.31,695.36,206.3,17163,53.354,54.486,4263.35,55.96,97.23,138.95,127.19,80.758,276.99,447.42
2019/8/1,689.38,763.56,6.3401,88.066,838.36,59.88,922.4,472.28,522.91,452.26,501.92,693.81,207.83,17214,53.245,54.37,4268.91,56.132,97.76,140.04,128.48,80.902,277.6,448.12
2019/8/2,689.96,763.7,6.4179,88.219,835.97,60.174,932.99,468.84,521.54,451.6,500.56,696.23,212.02,17263,53.307,54.445,4286,56.431,97.76,140.11,129.04,81.325,278.98,448.44
2019/8/5,692.25,768.21,6.4915,88.443,840.61,60.087,940.29,469.82,524.03,451.07,502.39,704.38,213.17,17342,53.099,54.235,4257.14,56.067,97.18,139.24,128.86,80.297,279.61,444.5
2019/8/6,696.83,782.52,6.5925,88.837,846.98,59.967,937.03,471.3,527.28,457.12,502.96,717.38,214.7,17399,52.73,53.859,4178.28,55.206,95.36,137.51,127.97,80.224,282.63,442.03
2019/8/7,699.96,784.51,6.5839,89.308,852.27,59.817,930.7,473.65,527.23,457.36,507.1,717.78,213.21,17314,52.448,53.562,4137.89,55.006,95.12,136.7,127.09,78.944,279.88,438.84
2019/8/8,700.39,786.11,6.6115,89.323,852.58,59.669,928.39,474.77,527.61,453.05,507.79,719.81,214.4,17263,52.326,53.446,4142.79,54.921,94.9,137.21,127.5,78.225,279.77,438.86
2019/8/9,701.36,785.12,6.6297,89.433,852.36,59.619,925.43,477.43,530.57,455.09,507.71,720.84,214.39,17190,52.324,53.446,4127.59,55.028,95.03,136.72,127.18,78.118,276.82,437.98
2019/8/12,702.11,787.67,6.6684,89.539,845.28,59.484,926.5,476.65,532,454.22,507.11,723.64,217.14,17236,52.229,53.343,4119.14,54.887,94.73,135.71,126.23,78.119,276.2,437.44
2019/8/13,703.26,789.16,6.684,89.637,850.45,59.496,928.25,475.58,531.96,453.77,507.7,726.53,217.28,17275,52.167,53.28,4105.06,54.825,94.53,135.78,126.61,78.997,278.21,437.42
2019/8/14,703.12,787.97,6.6152,89.616,850.89,59.437,921.43,479.39,533.71,455.6,509.71,722.8,214.47,17209,52.054,53.16,4101.6,54.958,94.67,135.22,125.72,78.951,274.64,437.36
2019/8/15,702.68,782.78,6.6346,89.657,847.02,59.651,940.65,474.53,527.62,452.35,505.47,721.69,219.51,17288,52.289,53.404,4157.65,55.847,95.3,137.02,127.8,79.878,279.84,438.93
2019/8/16,703.12,781.09,6.6266,89.681,850.11,59.632,939.68,476.32,528.05,452.39,506.21,720.02,217.22,17252,52.238,53.347,4166.7,55.973,95.49,137.09,128.28,79.204,278.87,438.67
2019/8/19,703.65,780.52,6.6135,89.712,855.65,59.309,942.9,477.45,530.54,452.12,508.16,718.82,217.33,17188,52.181,53.289,4157.45,55.601,95.52,137.32,127.92,79.37,278.97,439.18
2019/8/20,704.54,780.88,6.6101,89.811,854.67,59.294,949.89,476.6,528.76,451.66,508.05,718.17,219.23,17182,52.122,53.221,4179.66,55.922,95.48,137.4,127.46,80.169,281.85,437.87
2019/8/21,704.33,781.72,6.6289,89.809,857.14,59.359,942.42,477.4,529,451.62,508.66,720.43,218.01,17133,52.132,53.234,4187.22,55.76,95.36,137.51,127.6,81.352,280.52,436.9
2019/8/22,704.9,781.83,6.6154,89.888,855.48,59.224,931.65,478.33,530.74,451.52,509.65,718.11,215.49,17056,52.084,53.181,4185.52,55.594,95.35,136.41,126.8,81.184,279.18,436.48
2019/8/23,705.72,783.05,6.6371,90.044,866.01,59.233,926.34,477.63,531.61,451.16,510.1,718.69,215.45,17108,51.962,53.056,4187.34,55.617,95.18,136.87,127.04,81.604,280.26,435.62
2019/8/26,705.7,786.27,6.7235,89.983,865.65,59.457,935.33,473.64,530.08,449.07,507.43,725.3,217.85,17174,52.058,53.152,4186.75,55.703,94.84,136.55,127.45,82.544,283.72,434.77
2019/8/27,708.1,788.36,6.7024,90.259,868.9,59.136,926.61,481.5,536.56,453.93,512.23,726.4,214.8,17032,51.659,52.746,4170.01,55.245,94.52,136.08,126.72,81.935,280.34,430.31
2019/8/28,708.35,788.89,6.7296,90.281,874.78,59.029,930.39,480.69,536.02,452.83,512.74,725.96,215.27,16996,51.577,52.666,4171.66,55.445,94.48,135.85,126.58,81.857,280.7,429.49
2019/8/29,708.58,789.02,6.7174,90.337,870.89,59.101,934.36,480.26,535.64,451.62,513.33,726.55,216.06,16995,51.529,52.615,4177.08,55.565,94.4,136.38,126.86,81.663,282.7,429.65
2019/8/30,708.79,786.61,6.6845,90.332,867.91,59.203,932.6,479.4,536.15,449.59,513.14,722.17,215.1,16975,51.562,52.649,4207.08,55.694,94.7,137.3,127.73,81.945,282.68,430
2019/9/2,708.83,781.53,6.7054,90.404,865.63,59.095,935.14,479.07,534.57,448.61,512.47,719.63,214.02,16989,51.597,52.684,4234.09,55.908,95.33,137.99,128.11,81.988,282.42,430.01
2019/9/3,708.84,780.51,6.7118,90.375,860.38,59.109,933.55,478.76,535.06,449.57,512.49,719.98,213.79,16982,51.495,52.583,4236.49,55.787,95.42,137.86,127.81,81.416,282.15,429.48
2019/9/4,708.78,780.28,6.7212,90.349,861.06,59.166,934.01,481.57,534.09,451.17,512.35,721.76,211.89,16979,51.572,52.666,4221.64,55.62,95.47,137.89,127.86,80.406,280.45,429.8
2019/9/5,708.52,782.9,6.6725,90.381,869.73,59.09,929.7,482.7,537.02,451.47,513.19,724.2,208.47,16932,51.719,52.82,4204.31,55.428,95.21,137.08,127.18,79.907,277.5,430.28
2019/9/6,708.55,784.11,6.6456,90.403,876.92,58.851,928.48,484.67,537.9,453.37,513.91,721.66,209.05,16844,51.618,52.718,4198.94,55.282,95.05,136.14,126.63,80.014,277.09,431.02
2019/9/9,708.51,782.07,6.637,90.356,872.3,58.863,925.48,486.05,539.23,456.28,514.13,718.61,208.41,16807,51.719,52.823,4215.13,55.434,95.35,135.8,126.48,80.351,275.18,431.72
2019/9/10,708.46,784.03,6.6183,90.378,876.5,58.784,921.61,487.44,539.34,456.49,514.59,716.02,207.94,16780,51.716,52.819,4207.69,55.222,95.07,136.03,125.69,80.882,275.55,431.57
2019/9/11,708.43,783.59,6.5931,90.345,876.34,58.791,919.7,486.65,539.66,455.33,514.15,715.49,206.55,16784,51.783,52.887,4230.87,55.266,95.19,136.46,126.19,81.335,274.9,431.64
2019/9/12,708.46,781.73,6.5784,90.415,875.95,58.786,920.74,488.24,538.55,456.12,515.49,715.16,206.72,16762,51.7,52.803,4243.81,55.47,95.36,136.24,126.05,80.967,274.47,430.51
2019/9/16,706.57,783.47,6.5626,90.284,883.24,58.911,903.97,486.2,534.64,451.32,514.29,716.26,207.16,16753,51.986,53.098,4233.36,55.253,95.35,135.83,126.33,81.069,274.89,431.31
2019/9/17,707.3,778.32,6.5444,90.478,878.92,58.886,905.42,485.59,534.2,448.73,514.12,712.38,207.19,16757,51.927,53.035,4265.18,55.639,95.93,136.56,126.64,80.999,274.75,431.66
2019/9/18,707.28,783.12,6.5437,90.373,884.13,59.067,909.07,485.5,534.16,449.91,514.91,712.51,207.85,16786,51.92,53.023,4259.2,55.313,95.34,136.68,126.18,80.594,273.75,431.53
2019/9/19,707.32,781.32,6.5373,90.33,883.68,59.073,906.13,483.62,532.97,447.82,514.76,710.58,207.31,16820,51.826,52.927,4258.82,55.496,95.55,137.19,126.28,80.147,273.84,431.15
2019/9/20,707.3,782.36,6.557,90.32,886.92,59.147,902.68,481.14,534.28,445.95,513.77,713.52,209.11,16847,51.848,52.947,4247.35,55.468,95.42,136.76,126.68,80.72,274.42,431.02
2019/9/23,707.34,780.3,6.5769,90.258,882.98,58.857,904,479.68,533.83,443.91,514.48,714.33,210.61,16809,51.861,52.964,4276.71,56.023,95.69,136.96,127.94,81.065,274.29,430.25
2019/9/24,707.29,779.62,6.5956,90.255,882.45,58.832,897.58,480.9,535.47,446.85,515.25,717.24,209.75,16807,51.74,52.84,4292.56,56.238,95.69,136.81,127.4,80.555,274.45,429.39
2019/9/25,707.24,779.35,6.6072,90.213,883.87,59.042,901.62,481.39,534.77,447.41,514.74,718.17,210.01,16864,51.876,52.979,4276.84,56.161,95.73,136.62,127.26,80.461,274.7,431.44
2019/9/26,707.29,777.79,6.6018,90.247,878.64,58.928,900.9,480.24,536.21,446.08,515.88,717.58,210.87,16850,51.659,52.761,4290.56,56.244,95.89,137.13,127.24,79.793,275.24,430.08
2019/9/27,707.31,774.77,6.5907,90.212,875.53,58.974,902.62,479.57,535.43,446.98,513.9,715.17,211.6,16873,51.694,52.8,4323.86,56.516,96.26,137.51,127.87,79.765,276.61,431.24
2019/9/30,707.29,775.38,6.5699,90.201,871.76,59.024,910.04,479.81,535.86,445.89,513.55,715.93,213.34,16902,51.785,52.891,4320.56,56.435,96.21,138.04,127.91,79.89,277.55,431.73
2019/10/8,707.26,777.95,6.6102,90.181,871.82,59.08,912.36,477.66,533.41,446.24,513.87,713.38,213.85,16851,51.76,52.857,4280.71,55.586,95.95,139.74,128.77,82.282,275.73,429.16
2019/10/9,707.28,777.47,6.6319,90.169,867.38,59.055,915.21,477.92,533.03,447.38,513.61,715.48,215.13,16841,51.731,52.824,4289.59,55.523,96,140.05,129.03,82.202,276.29,428.28
2019/10/10,707.3,779.25,6.6194,90.16,866.98,59.093,913.27,476.89,532.25,446.27,513.81,715.13,214.45,16860,51.732,52.827,4283.32,55.423,95.76,140.16,129.23,82.763,276.14,427.24
2019/10/11,707.27,779.86,6.5679,90.187,880.94,59.072,907.17,479.47,533.4,448.26,515.35,711.75,212.02,16813,51.813,52.911,4253.63,55.213,95.71,138.84,128.68,82.438,274.29,429.03
2019/10/14,707.25,780.23,6.5254,90.168,892.94,59.065,906.92,480.69,536.06,447.66,515.88,709.2,208.91,16745,51.899,53.002,4254.21,55.121,95.71,138.69,128.38,83.306,272.98,429.35
2019/10/15,707.08,779.2,6.5195,90.133,891.09,59.238,909.76,478.73,534.15,445.33,516.26,708.42,209.75,16763,51.978,53.082,4256.53,55.129,95.86,138.96,128.91,83.885,272.69,430.2
2019/10/16,707.46,780.52,6.501,90.173,902.5,59.235,908.31,477.59,535.87,445.29,515.99,708.46,210.35,16746,51.918,53.023,4254.12,54.969,95.7,138.64,129.02,83.715,271.84,429.81
2019/10/17,707.89,784.05,6.5111,90.248,907.71,59.232,904.77,478.55,536.22,445.39,516.59,712.03,211.07,16752,51.888,52.99,4240.95,54.624,95.28,138.1,129.61,83.122,271.29,429.02
2019/10/18,706.9,786.25,6.5081,90.136,909.52,59.133,906.19,482.38,538.03,448.85,517.89,715.7,209.83,16695,51.975,53.074,4212.75,54.498,95.03,137.38,129.94,82.331,271.58,428.77
2019/10/21,706.8,788.43,6.5201,90.136,911.93,59.191,902.76,484.16,538.16,451.4,518.33,717.52,209.15,16681,51.974,53.075,4194.13,54.319,94.76,136.74,129.69,82.021,270.61,428.61
2019/10/22,706.68,788.02,6.5055,90.111,916.27,59.16,901.47,485.36,540.07,453.05,519.22,716.63,208.82,16579,51.974,53.075,4186.1,54.279,94.81,136.44,129.29,82.913,270.6,428.17
2019/10/23,707.52,787.25,6.523,90.219,911.61,59.194,900.61,485.34,540.39,453.48,519.07,715.19,206.24,16568,51.914,53.015,4179.71,54.246,94.88,136.35,129.28,81.992,270.54,428.22
2019/10/24,707.27,787.31,6.5104,90.227,913.27,59.198,904.5,484.39,541.01,453.94,519.21,713.98,207.02,16564,51.93,53.028,4166.74,54.263,94.88,136.32,129.05,81.13,270.29,428.39
2019/10/25,707.49,785.52,6.5133,90.274,908.28,59.15,905.93,482.25,541.3,451.27,518.83,712.96,207.64,16597,51.914,53.01,4190.86,54.465,95.09,136.51,129.24,81.49,270.4,427.78
2019/10/28,707.62,784.18,6.5088,90.277,907.66,59.152,903.36,482.71,541.75,449.59,519.1,711.55,206.63,16575,51.906,53.003,4189.32,54.532,95.25,136.86,129.96,81.527,269.25,426.66
2019/10/29,706.17,783.73,6.4804,90.071,907.92,59.244,902.2,482.9,540.84,448.57,518.45,709.89,206.24,16553,52.011,53.109,4186.08,54.525,95.32,137.47,130.57,81.166,270.62,427.84
2019/10/30,705.82,784.34,6.4845,90.035,908.16,59.27,905.75,484.07,539.23,448.41,518.16,710.03,207.22,16522,52.037,53.134,4203.46,54.385,95.25,137.47,130.74,81.468,270.91,428.18
2019/10/31,705.33,786.76,6.4827,90.001,910.16,59.231,904.12,486.59,535.87,451.94,518.08,713.17,212.43,16506,52.075,53.174,4186.24,54.13,94.96,136.78,130.08,80.837,270.72,428.39
2019/11/1,704.37,784.7,6.514,89.88,909.91,59.374,911.34,484.77,534.39,451.21,517.02,713.11,214.72,16602,52.209,53.31,4189.21,54.329,95.21,137.19,130.67,81.173,273.44,428.79
2019/11/4,703.82,785.48,6.501,89.779,910.03,59.139,901.88,486.17,535.34,452.46,518.48,713.67,211.17,16532,52.206,53.305,4176.32,54.137,95.12,135.9,129.25,81.096,271.48,428.89
2019/11/5,703.85,783.21,6.4783,89.792,906.9,58.946,902.53,484.45,535.18,450.35,517.85,712.39,210.29,16502,52.184,53.283,4204.12,54.498,95.39,136.7,129.88,81.472,272.45,429.32
2019/11/6,700.8,776.3,6.4222,89.473,902.9,58.937,905.56,482.99,532.88,446.78,515.76,706.06,210.56,16517,52.408,53.512,4265.77,54.956,96.27,137.76,130.89,82.089,273.85,431.52
2019/11/7,700.08,774.94,6.4267,89.471,900.05,59.098,912.08,481.66,531.01,445.65,514.74,705.35,211.64,16560,52.463,53.57,4282.28,55.037,96.41,137.4,130.97,82.15,273.64,432.83
2019/11/8,699.45,772.85,6.3976,89.402,896.25,58.965,909.67,482.29,530.85,445.42,515.24,702.91,210.48,16543,52.525,53.63,4302.97,55.119,96.69,137.67,130.26,82.251,273.65,435.06
2019/11/11,699.33,770.78,6.4033,89.327,894.74,59.135,912.26,479.74,528.76,442.86,514.29,701.27,212.44,16569,52.519,53.628,4327.28,55.333,96.93,138.71,130.65,82.432,273.23,434.17
2019/11/12,699.88,772.19,6.4176,89.4,899.8,59.183,911.9,479.3,528.72,445.38,514.36,704.68,212.81,16627,52.479,53.586,4324.74,55.342,96.75,138.52,130.47,82.462,273.22,433.5
2019/11/13,700.26,771.13,6.4268,89.451,899.84,59.152,917.26,479.1,529.14,443.62,514.05,705.47,213.25,16617,52.449,53.552,4340.34,55.52,96.89,138.71,130.81,82.473,275.9,433.07
2019/11/14,700.83,771.39,6.4425,89.507,900.72,59.253,916.77,479.08,528.84,449.4,514.44,708.18,212.8,16669,52.41,53.514,4327.05,55.619,96.86,138.83,131.06,82.034,276.36,431.47
2019/11/15,700.91,772.53,6.4628,89.508,902.93,59.285,911.45,475.56,529.09,447.12,514.7,709.18,211.48,16662,52.404,53.51,4326.28,55.45,96.73,138.11,130.78,82.038,275.73,430.9
2019/11/18,700.37,774.14,6.443,89.458,904.8,59.267,910.11,477.28,529.69,448.15,514.87,708.02,210.11,16625,52.443,53.548,4320.89,55.22,96.53,137.55,129.73,82.038,274.11,431.72
2019/11/19,700.3,775.63,6.4476,89.461,907.38,59.316,910.28,476.87,530.47,448.05,515.13,708.16,211.16,16636,52.433,53.534,4323.43,55.326,96.33,137.61,130.12,81.833,275.7,430.8
2019/11/20,701.18,776.67,6.4638,89.575,906.34,59.288,909.54,478.46,528.39,450.84,515.02,708.12,210.66,16647,52.386,53.487,4283.41,55.167,96.21,137.44,130.23,81.337,276.14,430.51
2019/11/21,702.17,778.05,6.4742,89.718,908.04,59.281,907.8,477.58,527.88,450.43,515.67,709.3,210.61,16666,52.288,53.389,4285.03,55.191,96.03,137.21,130.01,81.14,277.38,429.79
2019/11/22,703.06,777.87,6.4747,89.864,908.37,59.27,905.89,477.3,529.57,450.24,516.07,708.25,208.76,16733,52.227,53.311,4298.93,55.228,96.04,136.81,130.09,81.026,275.65,429.64
2019/11/25,703.97,775.93,6.4764,89.935,904.81,59.246,906.95,478.24,529.57,451.28,516.11,705.72,208.97,16737,52.164,53.249,4307.21,55.36,96.29,136.74,130.07,81.178,274.9,428.91
2019/11/26,703.44,774.74,6.4554,89.881,907.63,59.373,908.71,476.72,528.96,451.22,515.36,705.88,209.91,16688,52.198,53.296,4335.14,55.475,96.44,137.01,130.52,81.593,276.32,429.65
2019/11/27,703.49,775.28,6.4499,89.852,904.82,59.433,909.48,477.48,530.05,452.21,515.58,705.26,210.26,16714,52.21,53.307,4332.73,55.519,96.36,136.27,130.31,81.865,277.44,429.56
2019/11/28,702.71,773.34,6.4245,89.763,908.76,59.355,910.33,475.34,528.87,450.54,514.45,703.9,210.22,16756,52.267,53.362,4347.46,55.713,96.62,136.35,130.47,82.233,278.27,430.25
2019/11/29,702.98,774.06,6.4186,89.802,907.63,59.349,911.34,475.85,529.33,451.26,514.78,703.99,209.34,16767,52.249,53.341,4339.41,55.807,96.52,135.9,130.4,81.927,277.3,430.03
2019/12/2,702.62,774.17,6.4139,89.761,907.27,59.449,914.84,475.28,528.81,451.74,513.76,702.45,208.51,16793,52.272,53.37,4322.87,55.701,96.52,136.24,131.15,81.835,278.11,430.04
2019/12/3,702.23,777.6,6.439,89.687,908.33,59.448,913.22,478.76,527.72,456.27,513.88,708.3,207.17,16861,52.316,53.415,4270.84,55.127,96.08,135.93,130.61,81.785,278.85,430.96
2019/12/4,703.82,778.98,6.4707,89.897,913.7,59.39,911.17,481.45,528.84,458.38,515.55,712.22,208.15,16887,52.251,53.348,4256.3,54.951,95.92,135.55,130.68,81.701,278.2,430.34
2019/12/5,705.21,781.41,6.4771,90.074,924.55,59.165,906.3,483.04,534.48,462.02,517.4,713.55,206.98,16883,52.087,53.177,4235.68,54.746,95.6,134.85,129.97,81.523,275.67,429.8
2019/12/6,703.83,781.58,6.4738,89.897,926.17,59.214,904.71,480.86,534.02,460.46,517.34,712.97,207.99,16877,52.187,53.283,4231.63,54.705,95.6,134.85,129.84,81.685,275.16,430.89
2019/12/9,704.05,778.53,6.4812,89.912,925.22,59.069,905.06,481.25,531.08,461.69,517.34,710.98,207.7,16894,52.173,53.263,4249.08,54.92,95.96,134.92,129.66,82.108,273.76,431.13
2019/12/10,704,778.93,6.4837,89.925,925.3,59.087,902.94,480.37,531.8,460.84,517.75,712.7,208.4,16913,52.171,53.267,4256.76,55.049,95.93,135.39,129.93,82.533,273.2,430.42
2019/12/11,703.85,780.76,6.4697,89.936,923.71,59.107,902.48,479.33,531.85,460.5,518.06,714.9,210.11,16930,52.181,53.28,4237.96,54.957,95.71,134.89,130.38,82.486,273.6,430.66
2019/12/12,702.53,782.17,6.4731,89.962,927.29,59.184,900.31,482.54,533.26,462.23,517.8,715.02,208.99,16942,52.289,53.389,4221.34,54.766,95.56,133.63,129.67,82.624,272.11,430.37
2019/12/13,701.56,784.6,6.4086,89.868,944.14,59.115,896.96,485.86,533.29,464.2,518.82,712.16,205.7,16817,52.36,53.464,4198.67,54.634,95.24,133.14,128.81,82.347,270.95,430.37
2019/12/16,699.15,777.86,6.3918,89.668,933.44,59.163,899.57,480.68,530.4,460.96,516.19,710.67,207.75,16796,52.535,53.641,4233.53,54.91,96.07,134.21,129.1,83.092,272.19,431.66
2019/12/17,699.71,779.32,6.3849,89.809,928.5,59.197,893.78,481.01,531.52,461.33,516.13,711.65,205.43,16711,52.495,53.605,4216.97,54.626,95.89,133.89,128.84,83.607,270.65,432.02
2019/12/18,699.69,780.16,6.3888,89.858,918.7,59.196,892.11,479.55,531.88,459.69,516.27,714.09,205.72,16643,52.494,53.606,4230.93,54.598,95.77,134.05,128.91,84.12,270.36,432.12
2019/12/19,700.25,778.3,6.3912,89.904,916.15,59.092,894.99,479.85,533.95,460.83,516.57,714.29,204.31,16650,52.453,53.566,4247.92,54.785,95.99,134.54,128.65,84.612,271.15,431.58
2019/12/20,700.2,778.72,6.4025,89.789,911.17,59.125,890.38,482.32,533.52,462.75,516.89,715.87,203.17,16610,52.455,53.574,4242.43,54.734,95.93,134.39,128.02,84.846,270.24,431.36
2019/12/23,701.17,776.56,6.403,89.914,912.04,59.059,890.83,483.68,533.36,463,517.32,713.6,203.48,16562,52.385,53.505,4255.06,54.8,96.2,134.16,127.97,84.698,270.16,430.73
2019/12/24,701.19,777.74,6.4105,90.067,907.45,59.055,888.51,485.34,533.38,465.03,517.2,714.43,202.68,16600,52.38,53.506,4260.03,54.943,96.06,134.52,127.72,84.82,270.21,430.28
2019/12/25,700.67,776.86,6.4054,89.965,906.14,59.036,884.09,484.97,532.32,464.94,516.95,714.6,202.11,16594,52.421,53.558,4271.01,54.929,96.17,134.34,127.25,84.896,270.84,430.31
2019/12/26,698.01,774.7,6.3828,89.608,905.74,59.236,885.06,483.34,530.69,463.88,515.4,712.67,202.69,16618,52.612,53.758,4285.15,54.983,96.47,134.65,127.7,85.049,271.62,431.73
2019/12/27,698.79,775.58,6.3785,89.714,908.28,59.141,889.92,485.33,533,466.12,516.21,712.2,202.28,16619,52.563,53.702,4273.22,54.91,96.27,134.66,127.14,84.9,271.05,431.62
2019/12/30,698.05,780.74,6.3793,89.6,914.06,59.087,888.75,487.44,533.84,467.91,516.24,716.81,201.29,16611,52.623,53.765,4236.76,54.6,95.71,133.64,126.26,85.236,269.86,432.02
2019/12/31,697.62,781.55,6.4086,89.578,915.01,58.872,888.09,488.43,534.21,469.73,517.39,720.28,202.29,16579,52.654,53.772,4235.49,54.442,95.61,133.98,126.38,85.258,271.47,429.58
2020/1/2,696.14,781.13,6.406,89.327,922.63,58.75,889.9,488.46,536.47,468.78,517.52,719.6,201.24,16584,52.762,53.883,4235.4,54.486,95.65,134.24,126.06,85.427,271.75,432.29
2020/1/3,696.81,778.51,6.418,89.456,915.84,58.681,886.1,486.69,536.71,466.77,517.09,717.27,202.21,16619,52.712,53.833,4224.78,54.445,95.99,134.37,126.19,85.476,270.43,432.69
