日期,美元,欧元,日元,港元,英镑,林吉特,卢布,澳元,加元,新西兰元,新加坡元,瑞士法郎,兰特,韩元,迪拉姆,里亚尔,福林,兹罗提,丹麦克朗,瑞典克朗,挪威克朗,里拉,比索,泰铢
2017/3/31,689.93,737.21,6.1766,88.779,861.19,63.867,813.15,527.9,517.62,482.91,493.65,689.78,194.66,16211,53.203,54.324,4185.81,57.099,100.85,129.42,124.08,52.926,271.22,-
2017/4/5,689.06,736.3,6.2221,88.671,857.67,64.117,813.46,521.87,514.62,481.06,492.94,688.13,197.29,16289,53.265,54.386,4205.55,57.696,100.99,130.49,124.53,53.343,272.79,-
2017/4/6,689.3,736.19,6.2458,88.722,861.31,64.043,818.43,522.05,513.62,481.16,492.66,687.3,199.63,16337,53.24,54.363,4214.32,57.468,100.97,130.19,124.68,53.694,272.7,-
2017/4/7,689.49,734.7,6.2252,88.74,860.73,64.102,816.51,520.47,514.51,481.11,492.34,686.81,199.57,16397,53.198,54.321,4227.51,57.572,101.19,130.72,124.93,53.733,271.7,-
2017/4/10,690.42,731.08,6.2119,88.87,855.11,64.044,831.96,518.94,515.58,479.65,491.4,684.59,199.23,16463,53.117,54.237,4232.65,57.694,101.68,131.36,125.38,53.922,269.69,-
2017/4/11,689.57,730.81,6.2264,88.744,856.86,64.13,828.63,517.66,517.66,479.89,490.94,684.12,201.77,16550,53.264,54.384,4256.95,57.935,101.74,131.62,125.05,54.07,271.04,-
2017/4/12,689.4,731.22,6.2843,88.717,860.99,64.297,828.28,517.22,517.27,479.57,491.18,684.41,200.2,16630,53.277,54.399,4266.3,58.093,101.69,131.37,124.7,53.625,272.21,-
2017/4/13,686.51,733.89,6.3106,88.339,862.82,64.389,823.07,518.28,519.13,480.57,492.92,686.13,195.99,16526,53.422,54.546,4259.7,57.912,101.4,130.51,124.26,53.072,269.85,-
2017/4/14,687.4,731.03,6.3136,88.425,861.55,63.809,816.65,521.19,516.82,481.99,492.73,685.19,195.2,16476,53.301,54.422,4276.3,58.049,101.71,131.17,124.52,53.258,269.72,-
2017/4/17,687.85,730.25,6.3491,88.485,862.66,63.808,817.41,521.93,517.15,483.09,493.09,685,194.61,16511,53.359,54.486,4280.93,58.001,101.84,131.28,124.7,52.804,268.88,-
2017/4/18,688.49,732.89,6.3152,88.576,865.07,63.745,811.96,522.79,517.06,483.1,492.59,685.91,192.97,16474,53.308,54.429,4277.65,57.915,101.46,130.67,124.23,53.744,268.48,-
2017/4/19,686.64,737.22,6.3297,88.326,882.77,64.006,817.97,518.95,513.15,483.86,492.34,689.5,193.48,16586,53.483,54.608,4255.06,57.407,100.93,130.41,123.88,53.292,270.59,-
2017/4/20,687.92,737.82,6.3295,88.486,880.71,63.679,820.9,516.48,511.04,484.83,492.68,690.45,192.68,16579,53.301,54.421,4242.97,57.663,100.76,130.18,124.52,53.31,273.68,-
2017/4/21,688.23,738.21,6.3007,88.518,882.25,63.638,815.23,518.15,511.51,481.68,492.71,689.94,190.73,16530,53.287,54.409,4240.83,57.74,100.72,130.41,125.12,52.827,272.85,-
2017/4/24,686.73,746.24,6.2433,88.316,880.67,63.827,818.72,519.1,509.39,483.42,493.15,691.59,189.23,16457,53.48,54.607,4180.09,57.009,99.68,128.77,124.19,52.596,271.2,-
2017/4/25,688.33,747.63,6.2746,88.478,880.27,63.662,810.73,520.55,508.4,482.56,494.36,691.44,189.17,16452,53.334,54.458,4161.14,56.735,99.43,128.67,124.27,51.934,273.42,-
2017/4/26,688.45,752.5,6.1964,88.477,883.71,63.213,814.87,519.05,507.26,478.34,493.98,693.05,189.81,16358,53.335,54.454,4140.64,56.084,98.86,127.36,124.41,51.996,274.05,-
2017/4/27,688.96,751.87,6.1977,88.546,885.74,62.829,827.94,515.42,506.37,475.5,494.06,694.12,192.26,16383,53.276,54.396,4152.49,56.166,98.94,127.03,124.47,51.81,278.13,-
2017/4/28,689.31,749.45,6.2023,88.584,889.61,62.822,826.93,515.34,506.28,474.81,493.9,693.82,193.24,16387,53.226,54.347,4154.79,56.268,99.2,128.04,124.23,51.631,275.98,-
2017/5/2,689.56,752.27,6.1677,88.653,889.53,62.895,826.73,519.51,504.35,477.19,494.03,692.71,194.3,16470,53.257,54.38,4146.31,56.149,98.85,128.24,124.48,51.533,271.53,-
2017/5/3,688.92,753.48,6.1538,88.538,891.82,62.732,826.34,519.78,502.89,479.71,494.71,695.29,193.69,16387,53.291,54.411,4140.68,55.756,98.71,127.71,124.63,51.172,272.13,-
2017/5/4,689.57,751.2,6.1208,88.621,888.18,62.56,831.04,512.33,502.78,475.23,493.93,694.14,194.76,16416,53.196,54.316,4150.38,55.915,98.95,128.1,125.36,51.213,272.96,-
2017/5/5,688.84,756.55,6.1215,88.507,890.18,62.82,845.53,510.55,500.95,473.53,491.96,698.55,198.11,16457,53.315,54.437,4128.63,55.897,98.29,128.21,125.98,51.588,276.58,-
2017/5/8,689.47,756.77,6.1159,88.582,893.98,62.887,839.57,510.99,504.45,475.77,490.57,697.13,195.07,16465,53.256,54.381,4113.77,55.564,98.23,127.71,124.72,51.35,274.64,-
2017/5/9,690.37,755.11,6.1063,88.681,895,62.686,843.51,510.95,505.09,478.66,491.73,692.8,196.99,16396,53.104,54.224,4116.05,55.965,98.46,127.81,124.94,51.833,277.51,-
2017/5/10,690.66,752.39,6.0755,88.726,894.89,62.862,843.56,507.58,504.13,476.32,490,686.55,197.1,16453,53.138,54.261,4142.8,56.26,98.9,128.49,125.62,52.453,277.36,-
2017/5/11,690.51,750.8,6.0452,88.676,893.47,62.929,832.15,508.07,503.88,471.82,489.12,684.73,195.37,16409,53.158,54.28,4135.82,56.069,99.09,129.18,124.94,51.886,275.41,-
2017/5/12,689.48,750.16,6.0657,88.507,889.74,62.962,826.58,509.12,503.85,471.96,490.35,685.1,193.66,16309,53.198,54.323,4133.62,56.333,99.17,128.63,124.57,51.81,272.85,-
2017/5/15,688.52,752.91,6.0827,88.338,887.8,62.997,827.85,509.25,502.26,473.15,490.87,688.32,194.13,16333,53.303,54.429,4112.96,55.921,98.81,128.3,124.32,51.856,272.46,-
2017/5/16,687.9,756.55,6.0622,88.329,888.92,62.743,818.11,511.41,505.43,474.97,493.08,691.9,191.28,16244,53.3,54.426,4081.01,55.463,98.3,128.09,124.01,51.486,271.12,-
2017/5/17,686.35,762.76,6.1041,88.127,888.11,62.782,822.12,510.63,505.17,473.76,493.24,698.44,190.09,16228,53.405,54.53,4054.66,54.673,97.48,127.66,123.06,51.483,271.38,-
2017/5/18,686.12,766.91,6.1903,88.13,891.26,62.877,830.79,511.02,505.66,477.19,494.33,702.21,192.24,16316,53.425,54.548,4027.96,54.632,96.98,127.03,122.3,52.022,275.42,-
2017/5/19,687.86,765.86,6.1927,88.379,893.29,62.744,834.76,511.32,506.96,475.16,495.05,704.24,194.51,16362,53.246,54.366,4042.19,55.015,97.09,127.61,122.88,52.53,273.18,-
2017/5/22,686.73,770.41,6.1816,88.224,895.05,62.813,827.73,512.24,508.98,476.57,496.09,706.91,192.09,16264,53.391,54.517,4002.49,54.455,96.61,126.88,121.81,52.095,272.16,-
2017/5/23,686.61,773.15,6.1947,88.19,894.11,62.479,821.72,514.14,509.87,481.53,496.24,706.9,192.4,16242,53.387,54.51,3988.53,54.279,96.27,126.36,121.3,51.761,271.35,-
2017/5/24,687.58,771.04,6.1654,88.291,894.36,62.209,818.35,515.27,510.5,483.24,496.03,707.19,189.58,16310,53.213,54.332,3996.55,54.455,96.46,126.16,121.4,51.793,270.11,-
2017/5/25,686.95,771.99,6.1637,88.203,892.75,62.313,818.2,515.56,512.88,484.2,496.88,707.04,187.72,16286,53.384,54.506,3986.86,54.052,96.42,125.99,121.11,51.708,268.02,-
2017/5/26,686.98,770.41,6.1527,88.171,888.57,62.187,826.87,512.47,510.01,482.68,495.88,706.62,188.08,16293,53.398,54.523,3986.94,54.151,96.55,126.32,122.14,51.875,268.83,-
2017/5/31,686.33,767.6,6.1995,88.075,879.85,62.282,824.3,512.6,510.13,486.84,495.5,704.06,190.85,16375,53.452,54.576,4009.85,54.389,96.91,127.08,122.97,51.704,272.54,-
2017/6/1,680.9,766.58,6.1526,87.391,877,62.852,831.04,506.18,504.86,482.84,492.42,703.74,192.16,16439,53.923,55.056,4023.07,54.576,97.11,127.59,123.82,51.802,273.58,-
2017/6/2,680.7,763.68,6.1103,87.365,877.33,62.968,828.89,502.47,503.8,480.98,491.11,701.1,189.25,16475,53.941,55.078,4031.98,54.913,97.4,127.48,124.1,51.85,273.81,-
2017/6/5,679.35,766.29,6.1522,87.208,874.25,62.935,832.12,504.76,503.38,485.06,491.87,705.3,188.56,16458,54.066,55.201,4015.14,54.623,97.12,126.96,124.01,51.615,275.7,-
2017/6/6,679.34,764.95,6.1542,87.178,877.06,62.666,830.93,508.84,504.17,484.48,491.92,704.23,187.02,16450,54.053,55.192,4016.15,54.717,97.25,127.33,124.22,51.848,270.01,-
2017/6/7,678.58,765.25,6.2015,87.059,875.8,62.807,832.44,509.6,504.59,487.23,492,705.45,188.9,16481,54.122,55.261,4024.86,54.808,97.2,127.7,124.63,51.791,268.95,-
2017/6/8,679.3,764.66,6.1849,87.142,880.22,62.666,839.44,512.22,503.01,488.65,491.42,704.3,188.89,16550,54.057,55.193,4032.25,54.987,97.25,127.9,125.04,52.265,268.63,-
2017/6/9,679.71,760.84,6.1853,87.172,867.04,62.733,837.65,511.99,502.95,489.45,491.69,701.78,190.09,16508,54.016,55.153,4046.24,55.184,97.74,128.34,125.19,51.932,267.82,-
2017/6/12,679.48,761.37,6.1615,87.15,865.45,62.761,838.55,511.71,505.03,489.6,490.83,701.3,190.08,16552,54.052,55.193,4039.62,54.99,97.69,128.21,125.05,52.063,267.09,-
2017/6/13,679.54,761.09,6.182,87.129,860.86,62.778,838.68,513,510.45,489.9,490.93,701.39,188.69,16608,54.05,55.187,4038.87,55.08,97.7,128.69,124.65,51.739,266.81,-
2017/6/14,679.39,761.63,6.1716,87.119,866.23,62.73,838.69,511.97,513.19,489.81,491.69,701.32,187.91,16587,54.062,55.197,4019.4,55.048,97.64,127.89,124.14,51.79,265.7,-
2017/6/15,678.52,761.14,6.2017,87.01,865.5,62.681,843.38,514.97,512.39,491.75,493.43,698.65,186.11,16526,54.131,55.267,4019.6,55.165,97.72,128.3,124.2,51.406,264.44,-
2017/6/16,679.95,758.03,6.1289,87.151,867.74,62.777,849.81,515.97,512.98,489.9,491.65,697.45,189.46,16579,54.015,55.152,4063.06,55.805,98.09,128.7,125.08,51.686,265.22,-
2017/6/19,679.72,761.43,6.1285,87.148,868.23,62.875,846.59,518.04,514.34,493.66,491.31,698.46,188.38,16657,54.033,55.166,4039.55,55.285,97.66,127.96,124.21,51.5,263.63,-
2017/6/20,680.96,759.18,6.1,87.315,867.43,62.748,857.3,517.27,515.2,492.06,491.13,698.16,190.8,16663,53.907,55.037,4055.15,55.54,97.97,128.39,124.88,51.694,263.7,-
2017/6/21,681.93,759.43,6.1285,87.422,861.72,62.782,872.77,516.62,514.05,493.42,491.1,699.85,191.62,16710,53.841,54.969,4069.4,55.908,97.93,128.73,125.33,51.959,267.06,-
2017/6/22,681.97,761.48,6.1287,87.43,864.53,62.842,881.96,515.09,511.62,494.06,491.05,701.27,191.65,16730,53.854,54.984,4060.74,55.868,97.67,128.25,125.02,51.772,267.27,-
2017/6/23,682.38,760.72,6.1329,87.496,865.18,62.82,878.56,514.6,515.68,495.51,490.88,702.23,190.11,16700,53.824,54.966,4060.93,55.59,97.76,128.29,124.46,51.479,265.63,-
2017/6/26,682.2,763.91,6.1323,87.472,869.52,62.852,869.71,516.27,514.37,496.56,491.88,703.96,189.43,16632,53.833,54.976,4052.32,55.283,97.35,127.71,123.73,51.394,263.95,-
2017/6/27,682.92,763.71,6.1044,87.565,869.02,62.769,859.82,517.93,515.36,497.38,491.98,702.56,188.37,16609,53.765,54.914,4048.31,55.024,97.36,127.67,124.23,51.236,262.25,-
2017/6/28,680.53,771.81,6.0692,87.244,871.85,62.978,872.01,516.56,516.54,494.96,490.86,708.6,191.26,16727,53.971,55.123,4017.57,54.926,96.34,126.5,123.69,51.782,264.07,-
2017/6/29,679.4,773.35,6.0476,87.065,879.41,63.237,870.99,519.12,521.14,496.44,491.69,708.13,190.48,16777,54.059,55.199,4002.53,54.756,96.18,125.71,124.12,51.701,262.61,-
2017/6/30,677.44,774.96,6.0485,86.792,881.44,63.376,875.65,520.99,521.44,495.69,491.35,708.88,192,16875,54.215,55.356,3997.31,54.733,95.96,124.85,123.68,52.037,266.26,-
2017/7/3,677.72,773.97,6.0352,86.813,882.11,63.316,868.49,521.18,522.39,497.22,492.42,706.75,192.74,16872,54.195,55.337,3987.83,54.648,96.07,124.31,123.09,51.934,266.93,-
2017/7/4,678.89,772.24,5.992,86.894,879.17,63.281,871.62,520.43,522.55,494.67,491.43,705.08,194.5,16901,54.09,55.226,3999.82,55.009,96.28,124.93,122.95,52.354,267.82,-
2017/7/5,679.22,771.58,6.0104,86.994,878.71,63.241,874.13,517.13,525.34,495.18,491.66,704.48,194.21,16916,54.056,55.19,3992.9,54.902,96.38,125.31,122.84,52.368,267.96,-
2017/7/6,679.53,771.1,6.0062,87.044,879.07,63.209,881.49,516.37,524.49,494.45,492.3,704.84,196.93,16936,54.04,55.171,4004.84,54.846,96.42,124.94,123.5,53.058,269.43,-
2017/7/7,679.14,775.71,6.0015,86.949,880.85,63.274,885.21,514.74,523.27,494.58,491.27,707.09,197.65,17016,54.081,55.215,3973.14,54.646,95.87,124.29,123.02,53.327,268.83,-
2017/7/10,679.64,774.99,5.963,87.007,876.24,63.213,886.78,516.66,527.75,494.21,491.9,705.19,196.92,16942,54.035,55.166,3973.23,54.69,95.96,123.95,122.93,53.266,266.07,-
2017/7/11,679.83,774.79,5.9585,87.014,875.57,63.188,886.54,517.09,527.27,493.18,490.94,703.77,197.91,16903,54.029,55.161,3975.97,54.686,95.97,123.96,122.59,53.07,263.92,-
2017/7/12,678.68,778.66,5.9666,86.874,872.6,63.282,894.33,518.56,525.7,490.13,491.46,704.42,199.66,16911,54.118,55.255,3950.94,54.432,95.5,123.75,121.92,53.271,263.93,-
2017/7/13,678.02,774.59,5.9821,86.82,874.28,63.257,883.91,520.82,531.5,492.11,492.16,702.74,195.54,16807,54.171,55.311,3963.55,54.626,96.04,124.01,122.08,52.661,262.24,-
2017/7/14,677.74,772.76,5.977,86.787,877.36,63.303,882.02,524.42,532.34,496.4,493.18,700.79,195.02,16767,54.196,55.336,3967.87,54.68,96.26,123.3,121.82,52.631,261.22,-
2017/7/17,675.62,775.14,6.0071,86.557,885.57,63.461,873.43,528.55,534.39,496.8,493.07,701.29,192.93,16709,54.366,55.508,3948.7,54.269,95.98,123.01,121.13,52.315,260.25,-
2017/7/18,676.11,775.98,6.0052,86.643,882.76,63.428,876.02,526.9,532.79,491.9,493.49,702.27,191.61,16688,54.332,55.472,3952.42,54.153,95.83,122.68,120.7,52.206,260.05,-
2017/7/19,674.51,779.06,6.0225,86.424,879.19,63.525,877.76,534.32,533.94,495.73,493.67,706.28,191.41,16646,54.452,55.598,3926.94,53.904,95.48,123.12,119.9,52.265,259.32,-
2017/7/20,674.64,777.7,6.033,86.406,878.96,63.534,873.34,537,535.44,496.73,493.05,706.57,191.65,16634,54.444,55.588,3935.74,54.104,95.62,123.09,119.32,52.186,260.48,-
2017/7/21,674.15,783.99,6.0252,86.317,873.86,63.574,873.13,535.7,535.2,498.81,493.4,708.51,193.36,16644,54.489,55.631,3893.25,53.766,94.87,121.97,119.35,52.327,259.38,-
2017/7/24,674.1,787.06,6.0743,86.326,876.76,63.528,878.8,533.82,537.64,502.06,495.1,713.16,191.66,16575,54.488,55.631,3880.88,54.214,94.48,122.16,119.17,52.402,261.52,-
2017/7/25,674.85,785.23,6.065,86.442,878.86,63.392,889.05,534.47,539.38,501.77,495.36,712.16,192.13,16528,54.424,55.569,3885.67,54.292,94.7,121.79,118.81,52.705,262.98,-
2017/7/26,675.29,786.13,6.0306,86.479,879.63,63.391,886.92,535.69,539.79,501.3,495.41,708.72,193.7,16559,54.391,55.535,3883.63,54.246,94.59,121.58,118.09,52.9,263.13,-
2017/7/27,673.07,789.94,6.059,86.189,882.68,63.574,881.11,538.52,540.53,506.3,496.31,707.49,191.74,16551,54.572,55.717,3860.81,53.798,94.17,121.42,117.25,52.516,261.37,-
2017/7/28,673.73,787.34,6.0625,86.279,880.66,63.461,882.38,537.08,536.96,505.4,496.01,698.65,193.07,16560,54.521,55.664,3878.79,53.963,94.45,121.9,117.97,52.52,263.15,-
2017/7/31,672.83,790.59,6.0879,86.158,884.29,63.611,885.57,536.72,540.23,505.76,495.91,694.65,193.26,16697,54.595,55.742,3852.8,53.822,94.06,120.48,117.66,52.513,263.86,-
2017/8/1,671.48,794.06,6.0849,85.974,886.03,63.715,889.29,537.45,536.96,504.16,495.29,694.23,196.2,16660,54.695,55.844,3828.27,53.554,93.66,120.3,117.3,52.397,265.26,-
2017/8/2,672.05,793.52,6.0869,86.01,887.78,63.752,897.3,534.81,535.72,499.23,494.58,695.82,197.26,16683,54.655,55.798,3824.29,53.627,93.71,120.7,117.89,52.516,266.24,-
2017/8/3,672.11,796.21,6.0682,85.985,888.82,63.745,901.08,534.29,534.53,497.8,493.97,692.37,196.65,16729,54.648,55.795,3807.81,53.472,93.41,120.6,117.55,52.648,265.31,-
2017/8/4,671.32,797.73,6.1081,85.869,882.27,63.709,898.82,534.23,534.01,499.88,494.5,693.77,199.35,16795,54.713,55.861,3807.42,53.172,93.25,120.56,117.63,52.73,266.04,-
2017/8/7,672.28,792.3,6.0679,85.982,877.17,63.628,890.44,533.54,531.99,498.2,494.09,691.2,199.52,16763,54.638,55.788,3845.53,53.545,93.9,121.13,118.16,52.514,265.67,-
2017/8/8,671.84,792.79,6.066,85.9,875.78,63.743,893.34,531.59,529.92,494.3,493.07,690.19,196.86,16767,54.677,55.823,3836.68,53.643,93.84,121.27,117.91,52.528,267.04,-
2017/8/9,670.75,788.6,6.0938,85.72,870.97,63.889,892.83,529.46,529.4,491.33,491.9,689.5,199.26,16852,54.763,55.912,3859.14,54.102,94.39,121.87,118.59,52.651,266.32,-
2017/8/10,667.7,785.19,6.0705,85.44,868.44,64.174,899.01,527.02,525.95,490.81,489.63,692.64,201.28,17036,55.001,56.153,3891.72,54.387,94.77,122.48,119.09,52.98,268.95,-
2017/8/11,666.42,783.32,6.1015,85.236,863.41,64.462,903.73,523.56,522.34,483.84,487.93,691.54,202.19,17197,55.195,56.351,3900.8,54.682,94.99,122.28,119.53,53.224,270.12,-
2017/8/14,666.01,786.8,6.0952,85.181,865.42,64.51,898.3,526.03,524.91,487.03,489.38,691.3,201.9,17122,55.199,56.356,3870.18,54.546,94.52,122.07,119.15,53.111,267.74,-
2017/8/15,666.89,785.46,6.0714,85.267,864.15,64.367,898.13,523.92,523.94,486.47,489.13,685.78,199.75,17080,55.087,56.242,3872.21,54.568,94.69,121.7,119.25,52.875,266.58,-
2017/8/16,667.79,783.94,6.0358,85.358,859.14,64.326,893.78,522.58,523.55,483.02,488.6,686.62,199.5,17003,55.014,56.171,3880.7,54.723,94.86,120.91,119.1,52.962,266.71,-
2017/8/17,667.09,785.31,6.0634,85.292,859.98,64.384,889.02,528.79,528.3,487.53,489.6,690.95,197.6,17041,55.06,56.219,3876.89,54.346,94.72,121.06,118.78,52.719,264.79,-
2017/8/18,667.44,782.39,6.0975,85.315,858.94,64.351,887.45,526.39,526.37,486.43,488.5,693.34,198.65,17103,55.035,56.189,3883.31,54.628,95.05,121.96,119.47,52.861,268,-
2017/8/21,667.09,784.12,6.1014,85.275,858.63,64.291,885.68,528.64,529.73,487.57,489.17,691.02,197.38,17083,55.059,56.215,3870.77,54.552,94.85,121.63,118.67,52.734,265.61,-
2017/8/22,665.97,786.87,6.1087,85.117,858.94,64.34,887.66,528.81,530.21,487.99,489.39,691.98,197.62,17089,55.149,56.308,3853.48,54.374,94.54,121.27,118.64,52.503,265.14,-
2017/8/23,666.33,783.56,6.0755,85.139,854.17,64.237,886.81,526.47,530.05,483.75,488.98,687.87,198.39,16991,55.121,56.28,3866.16,54.544,94.93,121.55,118.72,52.458,265.09,-
2017/8/24,665.25,786.02,6.1072,85.014,851.67,64.301,887.48,526.27,530.37,481.1,489.2,689.29,197.75,16959,55.216,56.377,3850.57,54.498,94.63,121.09,118.19,52.306,265.83,-
2017/8/25,665.79,785.39,6.0774,85.092,852.07,64.241,888.01,525.76,532.17,479.53,488.93,689.66,198.34,16945,55.166,56.328,3870.92,54.253,94.7,121.2,117.81,52.363,266.05,-
2017/8/28,663.53,793.02,6.0725,84.823,856.13,64.349,882.38,526.95,531.97,480.83,489.47,694.52,196.14,16918,55.356,56.52,3840.4,53.657,93.88,119.86,116.6,51.887,265.66,-
2017/8/29,662.93,793.33,6.0961,84.735,857.06,64.365,884.19,525.48,529.7,480.29,489.09,695.63,197.42,16959,55.403,56.567,3835.76,53.627,93.77,120.32,117.37,52.137,270.56,-
2017/8/30,661.02,791.43,6.0248,84.474,854.16,64.536,890.64,525.78,528.25,479.85,487.57,691.64,196.55,17025,55.555,56.724,3864.37,53.758,94.04,120.14,117.31,52.149,270.22,-
2017/8/31,660.1,785.25,5.978,84.358,852.77,64.666,886.68,522.07,522.97,475.62,486.15,685.13,197.14,17032,55.632,56.8,3893.59,54.187,94.75,120.8,118.17,52.345,268.74,-
2017/9/1,659.09,784.77,5.9845,84.226,852.28,64.81,880.9,523.27,528.22,472.98,485.94,686.64,197.36,17059,55.752,56.927,3897.08,54.127,94.77,120.5,117.71,52.394,271.52,-
2017/9/4,656.68,780.24,5.9767,83.92,850.96,65.04,878.32,523.22,530.31,470.82,483.66,683.01,197.23,17144,55.947,57.121,3914.64,54.565,95.35,121.53,118.66,52.241,271.35,-
2017/9/5,653.7,776.1,5.9442,83.54,843.06,65.438,885.57,518.38,525.55,467.27,480.82,680.55,198.59,17330,56.297,57.478,3943.06,54.656,95.83,122.03,119.74,52.596,274.08,-
2017/9/6,653.11,778.57,6.0119,83.461,851.41,65.161,881.48,522.67,528.12,473.37,482.81,684.56,197.73,17325,56.243,57.424,3933.21,54.381,95.55,121.92,118.98,52.655,273.94,-
2017/9/7,652.69,778.41,5.9762,83.413,851.54,64.841,878.93,522.65,533.37,470.14,483.52,682.77,196.12,17348,56.274,57.457,3936.25,54.58,95.6,122.09,119.45,52.52,272.38,-
2017/9/8,650.32,780.13,5.984,83.337,849.3,64.851,878.16,522.27,535.5,469.99,484.13,682.62,197.45,17390,56.648,57.841,3921.55,54.496,95.42,122.13,119.23,52.51,272.36,-
2017/9/11,649.97,777.8,5.9733,83.182,853.58,64.875,885.7,521.01,532.74,468.68,482.09,682.97,199.56,17419,56.759,57.954,3941.48,54.569,95.69,122.74,119.76,52.718,273.94,-
2017/9/12,652.77,779.92,5.9661,83.545,859.45,64.386,877.05,523.42,538.9,473.3,484.66,682.2,198.72,17313,56.299,57.487,3928.96,54.426,95.34,122.71,120.13,52.27,270.83,-
2017/9/13,653.82,782.19,5.9316,83.687,868.48,64.356,882.34,524.04,536.8,475.36,485.23,680.65,198.83,17267,56.197,57.378,3926.27,54.426,95.09,121.92,119.89,52.552,271.23,-
2017/9/14,654.65,778.13,5.9238,83.791,864.71,64.017,885.14,522.49,537.94,474.39,484.72,679.08,200.8,17285,56.109,57.287,3954.24,55.025,95.6,122.66,120.32,52.821,271.27,-
2017/9/15,654.23,779.73,5.9474,83.741,876.46,64.184,878.68,523.24,537.69,472.78,485.91,680.06,200.73,17317,56.144,57.327,3956.31,54.885,95.42,122.17,120.37,52.497,270.15,-
2017/9/18,654.19,781.37,5.8896,83.68,888.4,64.023,880.21,523.58,536.7,477.21,486.24,681.42,201.17,17288,56.147,57.329,3958.11,54.74,95.23,121.78,120.03,52.6,269.57,-
2017/9/19,655.3,784.03,5.8822,83.838,886.4,63.884,884.85,522.67,533.91,476.44,486.78,682.01,202.82,17192,56.035,57.212,3944.85,54.758,94.88,121.38,119.35,53.192,270.8,-
2017/9/20,656.7,787.49,5.8923,84.144,888.19,63.814,883.81,525.98,534.42,480.89,488,682.88,202.92,17201,55.937,57.115,3910.82,54.352,94.47,121.09,118.81,53.124,271.35,-
2017/9/21,658.67,781.93,5.8538,84.429,888.58,63.596,883.59,528.15,533.68,483.34,487.71,678.14,202.4,17181,55.769,56.942,3947.91,54.691,95.15,121.85,119.53,53.223,270.15,-
2017/9/22,658.61,786.52,5.8569,84.371,894.19,63.727,879.01,521.96,534.34,480.41,487.88,678.67,201.76,17198,55.769,56.939,3940.83,54.382,94.59,121.01,118.43,53.231,271.51,-
2017/9/25,659.45,786.14,5.8665,84.449,890.81,63.604,873.66,525.1,534.02,480.59,489.4,679.18,200.81,17187,55.699,56.869,3938.08,54.31,94.63,121.21,118.58,53.133,269.32,-
2017/9/26,660.76,783.55,5.9184,84.563,891.34,63.538,869.96,524.58,534.5,479.68,489.51,684.42,201.71,17148,55.548,56.716,3960.26,54.53,94.94,121.58,118.22,53.639,271,-
2017/9/27,661.92,781.24,5.9008,84.727,891.65,63.43,871.81,522.34,536.35,477.48,489.19,684.05,201.66,17153,55.395,56.562,3982.7,54.85,95.22,122.56,119.1,53.44,270.77,-
2017/9/28,662.85,779.36,5.8813,84.89,889.07,63.585,876.2,520.93,531.6,478.72,488.14,682.67,204.65,17219,55.353,56.517,3993.44,55.458,95.47,122.77,119.81,53.94,274.7,-
2017/9/29,663.69,782.33,5.9089,84.966,892.5,63.634,871.31,521.14,534.19,479.7,489.2,684.6,203.45,17245,55.293,56.456,3973.56,55.153,95.11,122.19,119.57,53.572,273.4,-
2017/10/9,664.93,780.92,5.9145,85.184,870.73,63.545,873.23,517.81,530.91,470.59,487.51,680.73,206.59,17197,55.167,56.329,3991.39,55.167,95.25,121.88,120.04,55.921,278.92,-
2017/10/10,662.73,778.54,5.8809,84.911,871.02,63.791,879.18,514.61,528.1,468.22,486.45,676.51,208.22,17234,55.419,56.583,4004.89,55.258,95.63,122.57,120.41,55.925,281.69,-
2017/10/11,658.41,778.02,5.8596,84.374,869.53,64.077,881.82,512.75,526.17,466.02,485.71,675.58,208.04,17223,55.799,56.971,3994.88,55.211,95.67,122.53,120.67,56.311,285.79,-
2017/10/12,658.08,780.61,5.8527,84.31,870.73,64.03,878.44,513.23,528.58,466.83,486.13,676.17,205.55,17207,55.816,56.991,3958.65,54.69,95.36,122.25,120.29,55.4,284.24,-
2017/10/13,658.66,779.49,5.8695,84.365,873.99,64.055,875.42,515.49,528.12,469.68,486.82,675.59,204.64,17196,55.763,56.937,3959.04,54.765,95.49,123.29,119.97,55.552,286.89,-
2017/10/16,658.39,777.65,5.8817,84.343,874.53,64.049,869.16,518.86,527.42,472.47,487.59,675.23,201.67,17134,55.79,56.966,3961.93,54.658,95.74,123.36,119.87,55.213,287.58,-
2017/10/17,658.83,777.14,5.8739,84.375,873.18,63.968,868.72,517.02,526.45,473.63,487.18,675.69,202.08,17127,55.716,56.891,3958.6,54.463,95.77,122.96,119.86,55.308,289.01,-
2017/10/18,659.91,777.34,5.888,84.52,871.38,63.898,866.26,518.21,528.44,473.54,487.59,675.48,202.76,17111,55.605,56.777,3961.25,54.482,95.75,123.41,120.16,55.494,284.51,-
2017/10/19,660.93,780.02,5.8519,84.64,873.45,63.856,867.43,519.02,530.47,473.38,487.34,674.16,205.19,17101,55.563,56.732,3947.52,54.28,95.42,123.04,120.28,55.596,285.54,-
2017/10/20,660.92,783.18,5.8707,84.725,869.42,63.869,866.38,520.62,529.68,463.82,487.37,677.27,204.41,17084,55.563,56.732,3926.78,54.053,95.04,122.93,119.92,55.214,284.54,-
