日期,USD/CNY,中美利差（10年期）,中国M2环比增速,美国M2环比增速,中国外汇储备,中国CPI,美国CPI,中美短期利差,USD/CNY
2006/10/9,7.9103,-1.704,0,0,0,0,0,-3.241,7.9103
2006/10/10,7.9128,-1.768,0,0,0,0,0,-3.1878,7.9128
2006/10/11,7.9164,-1.812,0,0,0,0,0,-3.1545,7.9164
2006/10/12,7.9174,-1.8208,0,0,0,0,0,-3.1557,7.9174
2006/10/13,7.9116,-1.8479,0,0,0,0,0,-3.1211,7.9116
2006/10/16,7.9148,-1.8253,0,0,0,0,0,-3.1999,7.9148
2006/10/17,7.911,-1.8187,0,0,0,0,0,-3.1354,7.911
2006/10/18,7.9085,-1.8065,0,0,0,0,0,-3.1577,7.9085
2006/10/19,7.909,-1.836,0,0,0,0,0,-3.1533,7.909
2006/10/20,7.8995,-1.8397,0,0,0,0,0,-3.1835,7.8995
2006/10/23,7.8998,-1.8848,0,0,0,0,0,-3.1827,7.8998
2006/10/24,7.9049,-1.8875,0,0,0,0,0,-3.1831,7.9049
2006/10/25,7.9007,-1.8172,0,0,0,0,0,-3.2008,7.9007
2006/10/26,7.894,-1.7856,0,0,0,0,0,-3.113,7.894
2006/10/27,7.8871,-1.7373,0.002410365,0.005,1,1.4,2,-3.0732,7.8871
2006/10/30,7.8781,-1.7344,0,0,0,0,0,-3.11,7.8781
2006/10/31,7.8792,-1.6528,0,0,0,0,0,-3.1215,7.8792
2006/11/1,7.872,-1.6155,0,0,0,0,0,-3.0277,7.872
2006/11/2,7.875,-1.6443,0,0,0,0,0,-3.0143,7.875
2006/11/3,7.8729,-1.7669,0,0,0,0,0,-3.0445,7.8729
2006/11/6,7.8804,-1.7126,0,0,0,0,0,-3.0088,7.8804
2006/11/7,7.8829,-1.678,0,0,0,0,0,-2.9177,7.8829
2006/11/8,7.8719,-1.6629,0,0,0,0,0,-2.7936,7.8719
2006/11/9,7.8697,-1.651,0,0,0,0,0,-2.7123,7.8697
2006/11/10,7.8667,-1.6335,0,0,0,0,0,-2.6102,7.8667
2006/11/13,7.8644,-1.6636,0,0,0,0,0,-2.4629,7.8644
2006/11/14,7.8703,-1.5998,0,0,0,0,0,-1.6426,7.8703
2006/11/15,7.8715,-1.6562,0,0,0,0,0,-1.7545,7.8715
2006/11/16,7.8733,-1.6995,0,0,0,0,0,-2.0208,7.8733
2006/11/17,7.8745,-1.6418,0,0,0,0,0,-2.0082,7.8745
2006/11/20,7.869,-1.6204,0,0,0,0,0,-1.9855,7.869
2006/11/21,7.8695,-1.5995,0,0,0,0,0,-1.8611,7.8695
2006/11/22,7.8655,-1.5102,0,0,0,0,0,-1.7442,7.8655
2006/11/24,7.8526,-1.4945,0,0,0,0,0,-1.7299,7.8526
2006/11/27,7.8402,-1.514,0,0,0,0,0,-2.115,7.8402
2006/11/28,7.8487,-1.5164,0.014427412,0.0061,1.02656383,1.9,2.5,-2.4656,7.8487
2006/11/29,7.8394,-1.5429,0,0,0,0,0,-2.7053,7.8394
2006/11/30,7.8436,-1.4839,0,0,0,0,0,-2.8939,7.8436
2006/12/1,7.8331,-1.4454,0,0,0,0,0,-2.933,7.8331
2006/12/4,7.824,-1.4395,0,0,0,0,0,-3.0397,7.824
2006/12/5,7.8279,-1.4548,0,0,0,0,0,-3.1005,7.8279
2006/12/6,7.8226,-1.5039,0,0,0,0,0,-3.156,7.8226
2006/12/7,7.8305,-1.4923,0,0,0,0,0,-3.2437,7.8305
2006/12/8,7.8266,-1.5149,0,0,0,0,0,-3.2581,7.8266
2006/12/11,7.8377,-1.4693,0,0,0,0,0,-3.2586,7.8377
2006/12/12,7.8324,-1.4537,0,0,0,0,0,-3.3119,7.8324
2006/12/13,7.8254,-1.5409,0,0,0,0,0,-3.3369,7.8254
2006/12/14,7.8197,-1.5675,0,0,0,0,0,-3.4311,7.8197
2006/12/15,7.8185,-1.5588,0,0,0,0,0,-3.4923,7.8185
2006/12/18,7.8255,-1.5543,0,0,0,0,0,-3.4853,7.8255
2006/12/19,7.827,-1.5698,0,0,0,0,0,-3.5534,7.827
2006/12/20,7.8198,-1.5723,0,0,0,0,0,-3.647,7.8198
2006/12/21,7.819,-1.5291,0,0,0,0,0,-3.6485,7.819
2006/12/22,7.8189,-1.5916,0,0,0,0,0,-3.6089,7.8189
2006/12/26,7.822,-1.5621,0,0,0,0,0,-3.6469,7.822
2006/12/27,7.823,-1.6132,0,0,0,0,0,-3.4515,7.823
2006/12/28,7.8149,-1.66,0.024,0.0054,1.06348078,2.8,2.1,-3.5393,7.8149
2006/12/29,7.8087,-1.6798,0,0,0,0,0,-3.4497,7.8087
2007/1/4,7.8073,-1.5841,0,0,0,0,0,-3.809,7.8073
2007/1/5,7.8097,-1.6269,0,0,0,0,0,-3.8053,7.8097
2007/1/8,7.8135,-1.6224,0,0,0,0,0,-3.8579,7.8135
2007/1/9,7.8078,-1.6389,0,0,0,0,0,-3.8954,7.8078
2007/1/10,7.8081,-1.6798,0,0,0,0,0,-3.9081,7.8081
2007/1/11,7.7977,-1.7343,0,0,0,0,0,-3.9356,7.7977
2007/1/12,7.8012,-1.7628,0,0,0,0,0,-3.9149,7.8012
2007/1/16,7.7895,-1.7355,0,0,0,0,0,-3.9991,7.7895
2007/1/17,7.7798,-1.7674,0,0,0,0,0,-3.9329,7.7798
2007/1/18,7.7758,-1.7217,0,0,0,0,0,-3.8064,7.7758
2007/1/19,7.7788,-1.751,0,0,0,0,0,-3.8374,7.7788
2007/1/22,7.78,-1.7333,0,0,0,0,0,-3.8203,7.78
2007/1/23,7.7815,-1.7727,0,0,0,0,0,-3.6628,7.7815
2007/1/24,7.7755,-1.7873,0,0,0,0,0,-3.5621,7.7755
2007/1/25,7.7735,-1.847,0,0,0,0,0,-3.5559,7.7735
2007/1/26,7.7817,-1.8396,0,0,0,0,0,-3.4711,7.7817
2007/1/29,7.7836,-1.8513,0.017071759,0.0022,1.114195979,2.2,2.4,-3.477,7.7836
2007/1/30,7.7796,-1.8191,0,0,0,0,0,-3.4462,7.7796
2007/1/31,7.7776,-1.7469,0,0,0,0,0,-3.552,7.7776
2007/2/1,7.7615,-1.7754,0,0,0,0,0,-3.5298,7.7615
2007/2/2,7.7613,-1.7672,0,0,0,0,0,-3.4851,7.7613
2007/2/5,7.764,-1.7335,0,0,0,0,0,-3.4907,7.764
2007/2/6,7.7595,-1.6985,0,0,0,0,0,-3.4552,7.7595
2007/2/7,7.7496,-1.6786,0,0,0,0,0,-3.3908,7.7496
2007/2/8,7.7526,-1.6586,0,0,0,0,0,-3.3517,7.7526
2007/2/9,7.7575,-1.6689,0,0,0,0,0,-2.4649,7.7575
2007/2/12,7.7632,-1.6745,0,0,0,0,0,-1.2784,7.7632
2007/2/13,7.7662,-1.6793,0,0,0,0,0,-1.8915,7.7662
2007/2/14,7.7552,-1.605,0,0,0,0,0,-1.2526,7.7552
2007/2/15,7.7502,-1.5735,0,0,0,0,0,-2.1966,7.7502
2007/2/16,7.7408,-1.5599,0,0,0,0,0,-3.246,7.7408
2007/2/26,7.7498,-1.511,0,0,0,0,0,-3.508,7.7498
2007/2/27,7.7471,-1.3662,0,0,0,0,0,-3.5772,7.7471
2007/2/28,7.7409,-1.4304,0.020483642,0.0047,1.157188753,2.7,2.8,-3.7574,7.7409
2007/3/1,7.7472,-1.3987,0,0,0,0,0,-3.7197,7.7472
2007/3/2,7.7453,-1.3347,0,0,0,0,0,-3.7106,7.7453
2007/3/5,7.7403,-1.3224,0,0,0,0,0,-3.7701,7.7403
2007/3/6,7.7453,-1.355,0,0,0,0,0,-3.7517,7.7453
2007/3/7,7.7436,-1.303,0,0,0,0,0,-3.8025,7.7436
2007/3/8,7.7386,-1.2988,0,0,0,0,0,-3.8247,7.7386
2007/3/9,7.7436,-1.368,0,0,0,0,0,-3.8448,7.7436
2007/3/12,7.7474,-1.3312,0,0,0,0,0,-3.87,7.7474
2007/3/13,7.7397,-1.2859,0,0,0,0,0,-3.8857,7.7397
2007/3/14,7.7387,-1.3068,0,0,0,0,0,-3.9165,7.7387
2007/3/15,7.742,-1.2564,0,0,0,0,0,-3.9387,7.742
2007/3/16,7.739,-1.2448,0,0,0,0,0,-3.8412,7.739
2007/3/19,7.7351,-1.232,0,0,0,0,0,-3.7287,7.7351
2007/3/20,7.7395,-1.195,0,0,0,0,0,-3.7049,7.7395
2007/3/21,7.7355,-1.14,0,0,0,0,0,-3.6523,7.7355
2007/3/22,7.731,-1.194,0,0,0,0,0,-3.6213,7.731
2007/3/23,7.7359,-1.1935,0,0,0,0,0,-3.5529,7.7359
2007/3/26,7.7393,-1.187,0,0,0,0,0,-3.5334,7.7393
2007/3/27,7.7343,-1.185,0,0,0,0,0,-3.5103,7.7343
2007/3/28,7.7318,-1.1995,0.015054363,0.0101,1.200061908,3.3,2.6,-3.4684,7.7318
2007/3/29,7.7303,-1.2034,0,0,0,0,0,-3.4861,7.7303
2007/3/30,7.7342,-1.2142,0,0,0,0,0,-3.4943,7.7342
2007/4/2,7.7306,-1.216,0,0,0,0,0,-3.4481,7.7306
2007/4/3,7.7277,-1.2423,0,0,0,0,0,-3.4055,7.7277
2007/4/4,7.7349,-1.214,0,0,0,0,0,-3.4168,7.7349
2007/4/5,7.7268,-1.2399,0,0,0,0,0,-3.4087,7.7268
2007/4/9,7.729,-1.263,0,0,0,0,0,-3.2796,7.729
2007/4/10,7.7304,-1.2431,0,0,0,0,0,-3.249,7.7304
2007/4/11,7.727,-1.244,0,0,0,0,0,-3.209,7.727
2007/4/12,7.7264,-1.2464,0,0,0,0,0,-3.2381,7.7264
2007/4/13,7.7244,-1.2448,0,0,0,0,0,-3.1347,7.7244
2007/4/16,7.722,-1.2043,0,0,0,0,0,-2.8302,7.722
2007/4/17,7.7308,-1.1449,0,0,0,0,0,-2.735,7.7308
2007/4/18,7.7238,-1.096,0,0,0,0,0,-2.7138,7.7238
2007/4/19,7.7199,-1.1,0,0,0,0,0,-2.1897,7.7199
2007/4/20,7.723,-1.094,0,0,0,0,0,-1.8938,7.723
2007/4/23,7.729,-1.056,0,0,0,0,0,-1.8443,7.729
2007/4/24,7.7293,-1.0101,0,0,0,0,0,-1.699,7.7293
2007/4/25,7.7203,-1.0231,0,0,0,0,0,-1.6829,7.7203
2007/4/26,7.7199,-1.1069,0,0,0,0,0,-2.221,7.7199
2007/4/27,7.7139,-1.1076,0.008788794,0.0019,1.244447341,3,2.7,-2.7271,7.7139
2007/4/30,7.7055,-1.0364,0,0,0,0,0,-3.6597,7.7055
2007/5/8,7.6951,-1.0447,0,0,0,0,0,-3.5593,7.6951
2007/5/9,7.6971,-1.0814,0,0,0,0,0,-3.5323,7.6971
2007/5/10,7.6965,-1.012,0,0,0,0,0,-3.5479,7.6965
2007/5/11,7.6835,-0.996,0,0,0,0,0,-3.3666,7.6835
2007/5/14,7.6739,-1,0,0,0,0,0,-3.2592,7.6739
2007/5/15,7.6948,-0.9088,0,0,0,0,0,-3.3696,7.6948
2007/5/16,7.684,-0.886,0,0,0,0,0,-3.3254,7.684
2007/5/17,7.6785,-0.93,0,0,0,0,0,-3.3424,7.6785
2007/5/18,7.6804,-0.976,0,0,0,0,0,-3.3898,7.6804
2007/5/21,7.6652,-0.822,0,0,0,0,0,-3.3997,7.6652
2007/5/22,7.6551,-0.782,0,0,0,0,0,-3.4214,7.6551
2007/5/23,7.654,-0.785,0,0,0,0,0,-3.4498,7.654
2007/5/24,7.6525,-0.815,0,0,0,0,0,-3.4495,7.6525
2007/5/25,7.6523,-0.815,0,0,0,0,0,-3.481,7.6523
2007/5/29,7.6538,-0.808,0.006534168,0.0046,1.282910582,3.4,2.7,-3.4975,7.6538
2007/5/30,7.6488,-0.8,0,0,0,0,0,-3.4533,7.6488
2007/5/31,7.6506,-0.832,0,0,0,0,0,-3.4814,7.6506
2007/6/1,7.6497,-0.876,0,0,0,0,0,-3.1295,7.6497
2007/6/4,7.6522,-0.7897,0,0,0,0,0,-3.1913,7.6522
2007/6/5,7.6427,-0.8661,0,0,0,0,0,-3.1423,7.6427
2007/6/6,7.6398,-0.8238,0,0,0,0,0,-3.2321,7.6398
2007/6/7,7.6502,-0.9983,0,0,0,0,0,-3.2663,7.6502
2007/6/8,7.6656,-0.9446,0,0,0,0,0,-3.333,7.6656
2007/6/11,7.6785,-1.0304,0,0,0,0,0,-3.3831,7.6785
2007/6/12,7.6475,-1.0691,0,0,0,0,0,-3.3982,7.6475
2007/6/13,7.6282,-0.97,0,0,0,0,0,-3.4315,7.6282
2007/6/14,7.6258,-0.9581,0,0,0,0,0,-3.4441,7.6258
2007/6/15,7.6238,-0.8207,0,0,0,0,0,-3.3512,7.6238
2007/6/18,7.6213,-0.7904,0,0,0,0,0,-2.6922,7.6213
2007/6/19,7.6195,-0.6911,0,0,0,0,0,-2.606,7.6195
2007/6/20,7.618,-0.6952,0,0,0,0,0,-2.5969,7.618
2007/6/21,7.6208,-0.716,0,0,0,0,0,-2.9296,7.6208
2007/6/22,7.6224,-0.696,0,0,0,0,0,-3.1359,7.6224
2007/6/25,7.6192,-0.666,0,0,0,0,0,-3.3894,7.6192
2007/6/26,7.6184,-0.684,0,0,0,0,0,-3.4583,7.6184
2007/6/27,7.6165,-0.6885,0,0,0,0,0,-3.5359,7.6165
2007/6/28,7.6178,-0.6562,0.021909656,0.0042,1.333524343,4.4,2.4,-3.5859,7.6178
2007/6/29,7.6155,-0.577,0,0,0,0,0,-3.5316,7.6155
2007/7/2,7.6075,-0.539,0,0,0,0,0,-3.5233,7.6075
2007/7/3,7.5951,-0.5724,0,0,0,0,0,-2.8707,7.5951
2007/7/5,7.606,-0.669,0,0,0,0,0,-2.9274,7.606
2007/7/6,7.6135,-0.7609,0,0,0,0,0,-2.9112,7.6135
2007/7/9,7.6085,-0.7168,0,0,0,0,0,-2.9755,7.6085
2007/7/10,7.5845,-0.5394,0,0,0,0,0,-2.5854,7.5845
2007/7/11,7.5712,-0.6127,0,0,0,0,0,-2.661,7.5712
2007/7/12,7.5762,-0.6523,0,0,0,0,0,-2.7098,7.5762
2007/7/13,7.5731,-0.6336,0,0,0,0,0,-2.7162,7.5731
2007/7/16,7.5681,-0.589,0,0,0,0,0,-2.8802,7.5681
2007/7/17,7.5651,-0.6008,0,0,0,0,0,-2.8926,7.5651
2007/7/18,7.5661,-0.5803,0,0,0,0,0,-3.0685,7.5661
2007/7/19,7.5636,-0.565,0,0,0,0,0,-3.2873,7.5636
2007/7/20,7.5712,-0.4969,0,0,0,0,0,-3.3679,7.5712
2007/7/23,7.5642,-0.477,0,0,0,0,0,-3.4112,7.5642
2007/7/24,7.5725,-0.4439,0,0,0,0,0,-3.3935,7.5725
2007/7/25,7.5596,-0.572,0,0,0,0,0,-3.4759,7.5596
2007/7/26,7.5789,-0.4974,0,0,0,0,0,-3.4593,7.5789
2007/7/27,7.5697,-0.4231,0.016146109,0.0104,1.356091228,5.6,2,-3.399,7.5697
2007/7/30,7.5824,-0.5232,0,0,0,0,0,-3.4532,7.5824
2007/7/31,7.5737,-0.3929,0,0,0,0,0,-3.2424,7.5737
2007/8/1,7.566,-0.5083,0,0,0,0,0,-3.2733,7.566
2007/8/2,7.5723,-0.5116,0,0,0,0,0,-3.2481,7.5723
2007/8/3,7.5683,-0.3925,0,0,0,0,0,-3.2627,7.5683
2007/8/6,7.5598,-0.3529,0,0,0,0,0,-3.2929,7.5598
2007/8/7,7.569,-0.4045,0,0,0,0,0,-3.3145,7.569
2007/8/8,7.5759,-0.5664,0,0,0,0,0,-3.2893,7.5759
2007/8/9,7.5648,-0.4622,0,0,0,0,0,-3.4639,7.5648
2007/8/10,7.5698,-0.4742,0,0,0,0,0,-2.8037,7.5698
2007/8/13,7.5787,-0.409,0,0,0,0,0,-2.9552,7.5787
2007/8/14,7.5845,-0.3672,0,0,0,0,0,-2.5491,7.5845
2007/8/15,7.5921,-0.3739,0,0,0,0,0,-2.7937,7.5921
2007/8/16,7.5981,-0.3491,0,0,0,0,0,-3.1616,7.5981
2007/8/17,7.6003,-0.3852,0,0,0,0,0,-3.1397,7.6003
2007/8/20,7.5973,-0.3664,0,0,0,0,0,-3.2919,7.5973
2007/8/21,7.597,-0.3515,0,0,0,0,0,-3.17,7.597
2007/8/22,7.5987,-0.422,0,0,0,0,0,-2.6082,7.5987
2007/8/23,7.5847,-0.4446,0,0,0,0,0,-2.7168,7.5847
2007/8/24,7.5691,-0.3976,0,0,0,0,0,-3.267,7.5691
2007/8/27,7.5629,-0.435,0,0,0,0,0,-3.5202,7.5629
2007/8/28,7.5545,-0.3011,0.008595989,0.0025,1.380129921,6.5,2.8,-3.4127,7.5545
2007/8/29,7.5505,-0.2884,0,0,0,0,0,-3.0591,7.5505
2007/8/30,7.5567,-0.2381,0,0,0,0,0,-3.118,7.5567
2007/8/31,7.5607,-0.2527,0,0,0,0,0,-3.0974,7.5607
2007/9/4,7.5556,-0.3202,0,0,0,0,0,-3.334,7.5556
2007/9/5,7.5546,-0.221,0,0,0,0,0,-3.3678,7.5546
2007/9/6,7.541,-0.2513,0,0,0,0,0,-3.1602,7.541
2007/9/7,7.5411,-0.0978,0,0,0,0,0,-2.8154,7.5411
2007/9/10,7.5252,-0.0274,0,0,0,0,0,-2.8119,7.5252
2007/9/11,7.5298,-0.0125,0,0,0,0,0,-2.2416,7.5298
2007/9/12,7.5263,-0.0372,0,0,0,0,0,-2.2936,7.5263
2007/9/13,7.5169,-0.0768,0,0,0,0,0,-2.0706,7.5169
2007/9/14,7.5222,0.0333,0,0,0,0,0,-1.2294,7.5222
2007/9/17,7.523,0.0761,0,0,0,0,0,-2.0386,7.523
2007/9/18,7.5266,0.0736,0,0,0,0,0,-1.7768,7.5266
2007/9/19,7.517,0.0034,0,0,0,0,0,-1.4765,7.517
2007/9/20,7.5175,-0.1523,0,0,0,0,0,-0.994,7.5175
2007/9/21,7.505,-0.133,0,0,0,0,0,-0.5582,7.505
2007/9/24,7.5109,-0.145,0,0,0,0,0,-0.931,7.5109
2007/9/25,7.5135,-0.1441,0,0,0,0,0,-1.0966,7.5135
2007/9/26,7.5089,-0.181,0,0,0,0,0,-0.9745,7.5089
2007/9/27,7.5157,-0.149,0,0,0,0,0,-2.2673,7.5157
2007/9/28,7.5108,-0.204,0.015237603,0.0019,1.400622331,6.2,3.5,-2.465,7.5108
2007/10/8,7.5102,-0.2856,0,0,0,0,0,-2.5819,7.5102
2007/10/9,7.5232,-0.284,0,0,0,0,0,-2.9152,7.5232
2007/10/10,7.5176,-0.2813,0,0,0,0,0,-2.6226,7.5176
2007/10/11,7.5143,-0.2708,0,0,0,0,0,-2.8306,7.5143
2007/10/12,7.5114,-0.3147,0,0,0,0,0,-2.838,7.5114
2007/10/15,7.5153,-0.3064,0,0,0,0,0,-2.9114,7.5153
2007/10/16,7.5136,-0.2827,0,0,0,0,0,-2.7728,7.5136
2007/10/17,7.5156,-0.104,0,0,0,0,0,-2.8032,7.5156
2007/10/18,7.5113,-0.039,0,0,0,0,0,-2.7923,7.5113
2007/10/19,7.5074,0.073,0,0,0,0,0,-2.8399,7.5074
2007/10/22,7.5055,0.067,0,0,0,0,0,-2.7583,7.5055
2007/10/23,7.501,0.072,0,0,0,0,0,-2.4614,7.501
2007/10/24,7.4938,0.138,0,0,0,0,0,-1.1771,7.4938
2007/10/25,7.4867,0.1,0,0,0,0,0,0.2244,7.4867
2007/10/26,7.481,0.082,0,0,0,0,0,3.7282,7.481
2007/10/29,7.4718,0.095,0.00279827,0.0033,1.441063122,6.5,4.3,-1.9386,7.4718
2007/10/30,7.472,0.097,0,0,0,0,0,-1.9421,7.472
2007/10/31,7.4692,0.0207,0,0,0,0,0,-1.7072,7.4692
2007/11/1,7.4552,0.152,0,0,0,0,0,-1.6739,7.4552
2007/11/2,7.4624,0.182,0,0,0,0,0,-1.9702,7.4624
2007/11/5,7.4562,0.1883,0,0,0,0,0,-1.9923,7.4562
2007/11/6,7.4577,0.1448,0,0,0,0,0,-1.9282,7.4577
2007/11/7,7.4476,0.2431,0,0,0,0,0,-2.5251,7.4476
2007/11/8,7.4251,0.2551,0,0,0,0,0,-2.634,7.4251
2007/11/9,7.4162,0.3643,0,0,0,0,0,-2.5998,7.4162
2007/11/12,7.414,0.3733,0,0,0,0,0,-2.6035,7.414
2007/11/13,7.4309,0.3171,0,0,0,0,0,-2.7261,7.4309
2007/11/14,7.4321,0.3382,0,0,0,0,0,-2.7432,7.4321
2007/11/15,7.4307,0.4573,0,0,0,0,0,-2.4491,7.4307
2007/11/16,7.4336,0.4224,0,0,0,0,0,-2.5993,7.4336
2007/11/19,7.4303,0.5052,0,0,0,0,0,-2.6162,7.4303
2007/11/20,7.4255,0.4629,0,0,0,0,0,-2.6174,7.4255
2007/11/21,7.415,0.529,0,0,0,0,0,-2.6052,7.415
2007/11/23,7.3992,0.534,0,0,0,0,0,-2.6575,7.3992
2007/11/26,7.3942,0.69,0,0,0,0,0,-2.7367,7.3942
2007/11/27,7.3872,0.5737,0,0,0,0,0,-2.4979,7.3872
2007/11/28,7.3899,0.4629,0.014205987,0.004,1.471237131,6.9,4.1,-2.6354,7.3899
2007/11/29,7.3983,0.5794,0,0,0,0,0,-2.6691,7.3983
2007/11/30,7.3997,0.5596,0,0,0,0,0,-2.7965,7.3997
2007/12/3,7.4143,0.6565,0,0,0,0,0,-2.6732,7.4143
2007/12/4,7.4094,0.6065,0,0,0,0,0,-2.6483,7.4094
2007/12/5,7.3982,0.5546,0,0,0,0,0,-2.438,7.3982
2007/12/6,7.4205,0.4868,0,0,0,0,0,-2.614,7.4205
2007/12/7,7.4091,0.3953,0,0,0,0,0,-2.5127,7.4091
2007/12/10,7.3953,0.3376,0,0,0,0,0,-2.5482,7.3953
2007/12/11,7.3797,0.5386,0,0,0,0,0,-2.3765,7.3797
2007/12/12,7.3647,0.4208,0,0,0,0,0,-2.3713,7.3647
2007/12/13,7.3568,0.2937,0,0,0,0,0,-2.3948,7.3568
2007/12/14,7.3589,0.1831,0,0,0,0,0,-2.3361,7.3589
2007/12/17,7.379,0.2772,0,0,0,0,0,-2.407,7.379
2007/12/18,7.3751,0.3059,0,0,0,0,0,-2.2788,7.3751
2007/12/19,7.3698,0.394,0,0,0,0,0,-2.0845,7.3698
2007/12/20,7.3649,0.3742,0,0,0,0,0,-2.4786,7.3649
2007/12/21,7.3572,0.2806,0,0,0,0,0,-2.3872,7.3572
2007/12/24,7.3315,0.2377,0,0,0,0,0,-2.12,7.3315
2007/12/26,7.3298,0.1691,0,0,0,0,0,-2.3433,7.3298
2007/12/27,7.3079,0.1975,0,0,0,0,0,-2.3079,7.3079
2007/12/28,7.3046,0.3587,0.009004502,0.0045,1.530501846,6.5,4.3,-2.1919,7.3046
2008/1/2,7.2996,0.5313,0,0,0,0,0,-1.5256,7.2996
2008/1/3,7.2775,0.5323,0,0,0,0,0,-1.951,7.2775
2008/1/4,7.2779,0.5263,0,0,0,0,0,-1.881,7.2779
2008/1/7,7.2695,0.5578,0,0,0,0,0,-1.9977,7.2695
2008/1/8,7.2791,0.6224,0,0,0,0,0,-2.1956,7.2791
2008/1/9,7.2723,0.5772,0,0,0,0,0,-2.3512,7.2723
2008/1/10,7.2805,0.5177,0,0,0,0,0,-2.3741,7.2805
2008/1/11,7.2672,0.5983,0,0,0,0,0,-2.3458,7.2672
2008/1/14,7.2566,0.63,0,0,0,0,0,-2.3671,7.2566
2008/1/15,7.2454,0.7212,0,0,0,0,0,-2.3645,7.2454
2008/1/16,7.2418,0.6628,0,0,0,0,0,-2.3404,7.2418
2008/1/17,7.2545,0.7678,0,0,0,0,0,-2.3511,7.2545
2008/1/18,7.2571,0.766,0,0,0,0,0,-2.2916,7.2571
2008/1/22,7.2556,0.9529,0,0,0,0,0,-1.7979,7.2556
2008/1/23,7.235,0.6833,0,0,0,0,0,-1.5497,7.235
2008/1/24,7.2293,0.5393,0,0,0,0,0,-1.5883,7.2293
2008/1/25,7.2065,0.687,0,0,0,0,0,-1.727,7.2065
2008/1/28,7.1996,0.6396,0.035696579,0.0113,1.585686685,7.1,4,-1.6214,7.1996
2008/1/29,7.202,0.5749,0,0,0,0,0,-1.5802,7.202
2008/1/30,7.1998,0.6032,0,0,0,0,0,-1.3672,7.1998
2008/1/31,7.1853,0.5967,0,0,0,0,0,-1.2319,7.1853
2008/2/1,7.1903,0.5348,0,0,0,0,0,-1.1242,7.1903
2008/2/4,7.1923,0.4871,0,0,0,0,0,-0.8204,7.1923
2008/2/5,7.1846,0.5778,0,0,0,0,0,-0.4388,7.1846
2008/2/13,7.1952,0.4199,0,0,0,0,0,-0.7819,7.1952
2008/2/14,7.189,0.3341,0,0,0,0,0,-0.822,7.189
2008/2/15,7.1763,0.4141,0,0,0,0,0,-0.7763,7.1763
2008/2/19,7.1574,0.3096,0,0,0,0,0,-0.755,7.1574
2008/2/20,7.1452,0.2824,0,0,0,0,0,-0.7018,7.1452
2008/2/21,7.1503,0.3958,0,0,0,0,0,-0.6046,7.1503
2008/2/22,7.1463,0.355,0,0,0,0,0,-0.5694,7.1463
2008/2/25,7.146,0.2339,0,0,0,0,0,-0.61,7.146
2008/2/26,7.1505,0.2833,0,0,0,0,0,-0.4127,7.1505
2008/2/27,7.1455,0.2916,0,0,0,0,0,-0.4372,7.1455
2008/2/28,7.1209,0.4563,0.007659167,0.0087,1.619422282,8.7,4,-0.5778,7.1209
2008/2/29,7.1058,0.6093,0,0,0,0,0,-0.5253,7.1058
2008/3/3,7.1058,0.5745,0,0,0,0,0,-0.6675,7.1058
2008/3/4,7.1175,0.5221,0,0,0,0,0,-0.9573,7.1175
2008/3/5,7.1172,0.4825,0,0,0,0,0,-0.9908,7.1172
2008/3/6,7.1168,0.5828,0,0,0,0,0,-1.0593,7.1168
2008/3/7,7.109,0.635,0,0,0,0,0,-1.0349,7.109
2008/3/10,7.108,0.7108,0,0,0,0,0,-1.0661,7.108
2008/3/11,7.1029,0.5953,0,0,0,0,0,-1.0369,7.1029
2008/3/12,7.1069,0.7554,0,0,0,0,0,-1.0645,7.1069
2008/3/13,7.097,0.644,0,0,0,0,0,-1.0876,7.097
2008/3/14,7.0882,0.684,0,0,0,0,0,-0.7363,7.0882
2008/3/17,7.0815,0.8278,0,0,0,0,0,-0.5019,7.0815
2008/3/18,7.087,0.6121,0,0,0,0,0,0.0043,7.087
2008/3/19,7.0648,0.745,0,0,0,0,0,0.0808,7.0648
2008/3/20,7.0512,0.739,0,0,0,0,0,-0.0856,7.0512
2008/3/24,7.0518,0.519,0,0,0,0,0,-0.0297,7.0518
2008/3/25,7.0436,0.5381,0,0,0,0,0,-0.3813,7.0436
2008/3/26,7.0252,0.5764,0,0,0,0,0,-0.2249,7.0252
2008/3/27,7.013,0.4769,0,0,0,0,0,-0.1963,7.013
2008/3/28,7.0137,0.5706,0.004988124,0.0056,1.691122376,8.3,3.9,0.1697,7.0137
2008/3/31,7.019,0.625,0,0,0,0,0,-0.2252,7.019
2008/4/1,7.0218,0.4983,0,0,0,0,0,0.2114,7.0218
2008/4/2,7.0292,0.4477,0,0,0,0,0,0.1918,7.0292
2008/4/3,7.0192,0.4504,0,0,0,0,0,0.171,7.0192
2008/4/7,7.002,0.498,0,0,0,0,0,0.0838,7.002
2008/4/8,7.0015,0.4811,0,0,0,0,0,0.1085,7.0015
2008/4/9,7.0025,0.5641,0,0,0,0,0,0.1514,7.0025
2008/4/10,6.992,0.4955,0,0,0,0,0,0.0665,6.992
2008/4/11,7.0012,0.5667,0,0,0,0,0,-0.0262,7.0012
2008/4/14,6.9993,0.5306,0,0,0,0,0,0.0769,6.9993
2008/4/15,6.9963,0.4184,0,0,0,0,0,0.0763,6.9963
2008/4/16,7.0047,0.3044,0,0,0,0,0,0.0449,7.0047
